case_id,case_type,disputed_amount,court_level,taxpayer_category,legal_grounds,case_duration_days,prior_compliance_score,representation,num_prior_disputes,taxpayer_risk_score,outcome
KRA-CASE-01292,Income Tax,75216915.45,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1526,51,Legal Counsel,7,32,1
KRA-CASE-01293,Withholding Tax,37352817.09,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,112,29,Tax Consultant,3,53,0
KRA-CASE-01294,Excise Duty,77418541.17,Court of Appeal,SME,Procedural Error,365,65,Self-Represented,9,76,1
KRA-CASE-01295,Withholding Tax,94287490.88,Tax Appeals Tribunal,Multinational,Statute of Limitations,296,84,Legal Counsel,1,11,1
KRA-CASE-01296,Customs Duty,79296701.0,Tax Appeals Tribunal,SME,Valuation Dispute,368,58,Self-Represented,4,25,0
KRA-CASE-01297,Income Tax,30163169.25,Tax Appeals Tribunal,Individual,Double Taxation,924,11,Legal Counsel,4,87,0
KRA-CASE-01298,PAYE,84574556.2,Tax Appeals Tribunal,SME,Exemption Claim,234,60,Legal Counsel,12,89,1
KRA-CASE-01299,Income Tax,91287662.94,High Court,Large Corporation,Double Taxation,1592,12,Legal Counsel,10,97,1
KRA-CASE-01300,Income Tax,40018361.74,Tax Appeals Tribunal,SME,Valuation Dispute,1252,50,Legal Counsel,11,62,1
KRA-CASE-01301,Withholding Tax,74055890.35,Tax Appeals Tribunal,Individual,Statute of Limitations,1602,30,Legal Counsel,10,64,1
KRA-CASE-01302,VAT,61076124.04,High Court,Multinational,Double Taxation,312,63,Self-Represented,6,38,0
KRA-CASE-01303,Excise Duty,9330392.72,Tax Appeals Tribunal,Individual,Statute of Limitations,613,39,Legal Counsel,15,4,1
KRA-CASE-01304,Customs Duty,95853348.91,Tax Appeals Tribunal,Individual,Incorrect Assessment,982,10,Legal Counsel,3,83,0
KRA-CASE-01305,Excise Duty,80364848.17,Tax Appeals Tribunal,SME,Valuation Dispute,1435,58,Self-Represented,12,54,0
KRA-CASE-01306,VAT,30330303.58,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1058,47,Tax Consultant,10,68,0
KRA-CASE-01307,Customs Duty,11211630.3,Tax Appeals Tribunal,SME,Valuation Dispute,1812,86,Self-Represented,0,43,1
KRA-CASE-01308,Withholding Tax,59035794.16,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,920,6,Legal Counsel,1,15,1
KRA-CASE-01309,Excise Duty,46052059.03,Tax Appeals Tribunal,SME,Exemption Claim,546,54,Legal Counsel,9,98,1
KRA-CASE-01310,VAT,54297712.37,Tax Appeals Tribunal,SME,Procedural Error,944,41,Legal Counsel,1,76,1
KRA-CASE-01311,VAT,35756585.99,Tax Appeals Tribunal,Large Corporation,Double Taxation,388,10,Legal Counsel,4,93,0
KRA-CASE-01312,Income Tax,63310356.3,Tax Appeals Tribunal,SME,Input Tax Credit,1441,79,Legal Counsel,14,5,1
KRA-CASE-01313,VAT,32692518.28,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,812,65,Tax Consultant,2,43,1
KRA-CASE-01314,Withholding Tax,74939236.57,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1507,83,Legal Counsel,2,55,1
KRA-CASE-01315,VAT,79374797.24,Tax Appeals Tribunal,Multinational,Double Taxation,1451,6,Legal Counsel,15,27,1
KRA-CASE-01316,Excise Duty,27514936.02,High Court,Individual,Procedural Error,1268,51,Tax Consultant,9,34,1
KRA-CASE-01317,VAT,40747920.05,Tax Appeals Tribunal,SME,Statute of Limitations,592,34,Legal Counsel,10,12,1
KRA-CASE-01318,Income Tax,22521235.9,High Court,Individual,Transfer Pricing Dispute,1521,91,Legal Counsel,14,75,1
KRA-CASE-01319,Excise Duty,63495527.65,Tax Appeals Tribunal,SME,Procedural Error,732,43,Legal Counsel,14,19,1
KRA-CASE-01320,Excise Duty,85442881.1,Tax Appeals Tribunal,SME,Statute of Limitations,1408,49,Legal Counsel,1,84,1
KRA-CASE-01321,PAYE,96773974.68,High Court,SME,Exemption Claim,200,26,Legal Counsel,11,38,1
KRA-CASE-01322,Customs Duty,75098209.07,Tax Appeals Tribunal,SME,Statute of Limitations,1309,74,Self-Represented,11,72,0
KRA-CASE-01323,Excise Duty,41568529.84,High Court,Large Corporation,Transfer Pricing Dispute,1169,95,Legal Counsel,7,48,1
KRA-CASE-01324,PAYE,13213154.06,High Court,Large Corporation,Incorrect Assessment,840,27,Legal Counsel,3,73,1
KRA-CASE-01325,Customs Duty,17903312.73,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1156,52,Legal Counsel,6,53,0
KRA-CASE-01326,PAYE,27924027.95,High Court,Large Corporation,Exemption Claim,1058,68,Legal Counsel,7,51,1
KRA-CASE-01327,Excise Duty,75694977.08,Tax Appeals Tribunal,Multinational,Statute of Limitations,1818,22,Legal Counsel,0,68,1
KRA-CASE-01328,Customs Duty,76305343.68,High Court,Large Corporation,Incorrect Assessment,815,74,Legal Counsel,13,52,1
KRA-CASE-01329,Income Tax,63659866.66,High Court,Individual,Incorrect Assessment,1257,73,Legal Counsel,0,41,1
KRA-CASE-01330,PAYE,25031578.38,Tax Appeals Tribunal,SME,Incorrect Assessment,788,2,Legal Counsel,12,70,1
KRA-CASE-01331,PAYE,86350655.33,High Court,Individual,Exemption Claim,1510,30,Self-Represented,6,41,1
KRA-CASE-01332,Income Tax,29333542.47,High Court,Individual,Input Tax Credit,970,31,Legal Counsel,14,30,1
KRA-CASE-01333,Income Tax,97281888.48,Tax Appeals Tribunal,Individual,Exemption Claim,1816,20,Legal Counsel,2,0,1
KRA-CASE-01334,Withholding Tax,3280640.7,High Court,Multinational,Input Tax Credit,1795,49,Self-Represented,13,33,0
KRA-CASE-01335,Withholding Tax,53757277.59,High Court,Large Corporation,Procedural Error,928,61,Tax Consultant,1,37,0
KRA-CASE-01336,Excise Duty,82839358.52,High Court,Individual,Valuation Dispute,1497,65,Legal Counsel,14,54,1
KRA-CASE-01337,VAT,10407119.98,High Court,Large Corporation,Incorrect Assessment,1508,21,Legal Counsel,10,18,1
KRA-CASE-01338,Income Tax,79565532.27,Tax Appeals Tribunal,Individual,Incorrect Assessment,968,90,Legal Counsel,7,96,1
KRA-CASE-01339,Customs Duty,34277168.07,High Court,SME,Input Tax Credit,1462,33,Legal Counsel,1,97,1
KRA-CASE-01340,Income Tax,14844996.23,Tax Appeals Tribunal,Individual,Exemption Claim,1184,46,Legal Counsel,9,91,0
KRA-CASE-01341,Income Tax,56785610.93,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,346,95,Tax Consultant,4,18,1
KRA-CASE-01342,PAYE,29268671.27,Tax Appeals Tribunal,Large Corporation,Procedural Error,1772,27,Legal Counsel,4,74,1
KRA-CASE-01343,VAT,25979146.19,High Court,Large Corporation,Valuation Dispute,1006,79,Tax Consultant,11,82,0
KRA-CASE-01344,Income Tax,58734185.79,Tax Appeals Tribunal,SME,Valuation Dispute,1802,62,Legal Counsel,15,22,1
KRA-CASE-01345,Excise Duty,89718503.97,Tax Appeals Tribunal,Multinational,Exemption Claim,490,39,Legal Counsel,4,35,0
KRA-CASE-01346,PAYE,77812535.27,High Court,Large Corporation,Exemption Claim,1051,58,Legal Counsel,0,95,1
KRA-CASE-01347,PAYE,89818560.55,High Court,SME,Procedural Error,846,80,Self-Represented,10,64,1
KRA-CASE-01348,VAT,27183782.41,Court of Appeal,Large Corporation,Incorrect Assessment,1664,7,Legal Counsel,7,31,1
KRA-CASE-01349,Customs Duty,79737122.9,Tax Appeals Tribunal,Multinational,Double Taxation,497,88,Legal Counsel,5,5,0
KRA-CASE-01350,PAYE,26613045.74,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,301,66,Legal Counsel,6,29,1
KRA-CASE-01351,Income Tax,58588455.23,Tax Appeals Tribunal,SME,Procedural Error,683,81,Self-Represented,15,14,0
KRA-CASE-01352,Excise Duty,8384451.56,Tax Appeals Tribunal,SME,Double Taxation,1255,62,Legal Counsel,0,74,1
KRA-CASE-01353,Excise Duty,86120853.35,Tax Appeals Tribunal,Multinational,Double Taxation,1236,81,Legal Counsel,14,0,1
KRA-CASE-01354,Customs Duty,75468297.0,High Court,SME,Statute of Limitations,703,64,Legal Counsel,9,82,1
KRA-CASE-01355,Customs Duty,26456780.42,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1311,56,Self-Represented,5,62,1
KRA-CASE-01356,VAT,31954794.45,Court of Appeal,SME,Statute of Limitations,396,8,Tax Consultant,9,12,0
KRA-CASE-01357,Excise Duty,34276050.55,High Court,Large Corporation,Double Taxation,1624,13,Tax Consultant,6,39,0
KRA-CASE-01358,PAYE,30573112.68,High Court,SME,Transfer Pricing Dispute,1278,26,Legal Counsel,4,41,1
KRA-CASE-01359,Income Tax,19230811.42,Tax Appeals Tribunal,Individual,Statute of Limitations,1279,84,Self-Represented,15,83,0
KRA-CASE-01360,PAYE,78885425.82,High Court,SME,Transfer Pricing Dispute,996,38,Legal Counsel,9,42,1
KRA-CASE-01361,Withholding Tax,35425660.47,High Court,SME,Valuation Dispute,1183,50,Tax Consultant,0,97,0
KRA-CASE-01362,Excise Duty,5577977.16,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,965,98,Legal Counsel,6,26,1
KRA-CASE-01363,Withholding Tax,71681436.17,Tax Appeals Tribunal,SME,Exemption Claim,905,48,Legal Counsel,6,27,1
KRA-CASE-01364,PAYE,50319195.05,High Court,Individual,Double Taxation,358,41,Legal Counsel,15,5,1
KRA-CASE-01365,Withholding Tax,39036798.38,Court of Appeal,Large Corporation,Double Taxation,603,77,Legal Counsel,1,12,1
KRA-CASE-01366,VAT,63980885.19,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,257,60,Self-Represented,2,41,0
KRA-CASE-01367,Withholding Tax,41407049.12,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1205,25,Legal Counsel,14,31,1
KRA-CASE-01368,Customs Duty,57294680.13,High Court,SME,Transfer Pricing Dispute,1442,2,Self-Represented,2,100,1
KRA-CASE-01369,Withholding Tax,71154698.86,Tax Appeals Tribunal,Multinational,Input Tax Credit,1560,27,Self-Represented,14,29,1
KRA-CASE-01370,Excise Duty,36252269.23,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,552,77,Legal Counsel,0,17,1
KRA-CASE-01371,VAT,64241911.67,Tax Appeals Tribunal,Large Corporation,Procedural Error,1733,67,Self-Represented,11,2,0
KRA-CASE-01372,PAYE,43748831.3,Tax Appeals Tribunal,SME,Exemption Claim,1648,68,Legal Counsel,10,81,1
KRA-CASE-01373,VAT,73456659.11,Tax Appeals Tribunal,Multinational,Incorrect Assessment,1119,20,Tax Consultant,2,73,0
KRA-CASE-01374,Excise Duty,61022646.72,Court of Appeal,Large Corporation,Valuation Dispute,1704,35,Legal Counsel,4,83,1
KRA-CASE-01375,Customs Duty,7348927.38,High Court,SME,Valuation Dispute,73,51,Legal Counsel,0,79,0
KRA-CASE-01376,Excise Duty,1936221.43,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1782,28,Legal Counsel,10,68,0
KRA-CASE-01377,Excise Duty,65378589.42,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1494,73,Self-Represented,4,26,0
KRA-CASE-01378,Customs Duty,18199592.74,Tax Appeals Tribunal,Large Corporation,Procedural Error,1626,16,Legal Counsel,2,41,1
KRA-CASE-01379,Customs Duty,92850126.94,High Court,Individual,Statute of Limitations,898,34,Legal Counsel,6,98,1
KRA-CASE-01380,Customs Duty,2778279.16,High Court,Multinational,Incorrect Assessment,1738,48,Self-Represented,6,48,1
KRA-CASE-01381,VAT,44708898.09,Tax Appeals Tribunal,Individual,Valuation Dispute,1238,15,Self-Represented,5,64,0
KRA-CASE-01382,PAYE,72465608.1,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1031,94,Legal Counsel,10,53,1
KRA-CASE-01383,Income Tax,21072229.75,Tax Appeals Tribunal,SME,Input Tax Credit,552,65,Self-Represented,14,2,0
KRA-CASE-01384,VAT,38033911.84,Tax Appeals Tribunal,Multinational,Incorrect Assessment,756,46,Tax Consultant,2,55,1
KRA-CASE-01385,Withholding Tax,30104409.03,Court of Appeal,Individual,Valuation Dispute,1823,60,Self-Represented,8,93,0
KRA-CASE-01386,Withholding Tax,89738252.99,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1186,1,Self-Represented,4,17,0
KRA-CASE-01387,Withholding Tax,47007779.8,Tax Appeals Tribunal,SME,Double Taxation,1804,94,Legal Counsel,11,79,1
KRA-CASE-01388,Excise Duty,82333907.93,Tax Appeals Tribunal,Individual,Statute of Limitations,1549,85,Self-Represented,3,100,0
KRA-CASE-01389,Income Tax,3046513.67,Tax Appeals Tribunal,SME,Exemption Claim,1753,33,Legal Counsel,0,100,1
KRA-CASE-01390,VAT,33191625.62,High Court,Individual,Statute of Limitations,864,5,Legal Counsel,5,20,1
KRA-CASE-01391,VAT,1543099.22,High Court,Individual,Incorrect Assessment,260,60,Legal Counsel,13,68,1
KRA-CASE-01392,Excise Duty,13483819.31,High Court,Large Corporation,Transfer Pricing Dispute,1005,60,Tax Consultant,8,16,1
KRA-CASE-01393,Customs Duty,65654608.51,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1008,63,Legal Counsel,6,16,1
KRA-CASE-01394,Income Tax,51497666.37,High Court,Individual,Incorrect Assessment,1552,12,Legal Counsel,9,78,1
KRA-CASE-01395,VAT,25015390.46,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,703,90,Tax Consultant,8,97,1
KRA-CASE-01396,Income Tax,32828004.16,Tax Appeals Tribunal,Individual,Procedural Error,1561,49,Legal Counsel,6,23,1
KRA-CASE-01397,VAT,14338298.88,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,842,41,Self-Represented,15,61,0
KRA-CASE-01398,Customs Duty,18815439.13,High Court,Multinational,Valuation Dispute,955,27,Legal Counsel,8,69,1
KRA-CASE-01399,Excise Duty,11826021.9,Tax Appeals Tribunal,Large Corporation,Exemption Claim,720,23,Legal Counsel,15,98,0
KRA-CASE-01400,PAYE,45658784.87,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,159,100,Legal Counsel,0,69,1
KRA-CASE-01401,Income Tax,9503622.87,Court of Appeal,Large Corporation,Incorrect Assessment,1157,91,Legal Counsel,11,39,1
KRA-CASE-01402,Excise Duty,43644602.55,Court of Appeal,Individual,Statute of Limitations,844,65,Self-Represented,7,99,1
KRA-CASE-01403,VAT,19907778.2,High Court,SME,Statute of Limitations,1182,67,Legal Counsel,11,69,1
KRA-CASE-01404,Income Tax,69384790.02,Court of Appeal,Individual,Statute of Limitations,235,87,Self-Represented,7,96,0
KRA-CASE-01405,Withholding Tax,15247505.48,Court of Appeal,Large Corporation,Double Taxation,600,6,Tax Consultant,12,37,1
KRA-CASE-01406,Excise Duty,90100614.14,Court of Appeal,Multinational,Input Tax Credit,689,17,Legal Counsel,9,0,1
KRA-CASE-01407,VAT,25170357.64,Tax Appeals Tribunal,SME,Incorrect Assessment,151,96,Legal Counsel,4,61,1
KRA-CASE-01408,Income Tax,76471063.4,High Court,Multinational,Double Taxation,831,100,Self-Represented,13,50,1
KRA-CASE-01409,PAYE,19377461.21,High Court,Individual,Transfer Pricing Dispute,317,51,Self-Represented,4,26,1
KRA-CASE-01410,Excise Duty,14283723.14,Tax Appeals Tribunal,SME,Incorrect Assessment,1096,39,Legal Counsel,15,29,0
KRA-CASE-01411,Withholding Tax,43855285.07,High Court,SME,Input Tax Credit,344,9,Tax Consultant,10,34,1
KRA-CASE-01412,VAT,38181095.98,High Court,Individual,Input Tax Credit,902,74,Self-Represented,15,97,0
KRA-CASE-01413,Customs Duty,22502109.78,Tax Appeals Tribunal,Multinational,Exemption Claim,524,85,Legal Counsel,13,53,1
KRA-CASE-01414,VAT,63824087.75,High Court,SME,Transfer Pricing Dispute,545,81,Legal Counsel,13,85,1
KRA-CASE-01415,Customs Duty,98309506.77,Tax Appeals Tribunal,Individual,Input Tax Credit,527,74,Legal Counsel,13,85,1
KRA-CASE-01416,Customs Duty,10441347.11,High Court,Large Corporation,Valuation Dispute,1272,66,Tax Consultant,12,5,1
KRA-CASE-01417,PAYE,10824378.04,High Court,Large Corporation,Incorrect Assessment,1208,12,Self-Represented,7,46,1
KRA-CASE-01418,PAYE,67277308.94,Court of Appeal,SME,Valuation Dispute,1501,95,Self-Represented,14,58,1
KRA-CASE-01419,PAYE,86347956.09,Tax Appeals Tribunal,SME,Valuation Dispute,1400,3,Legal Counsel,5,3,1
KRA-CASE-01420,Withholding Tax,94597678.32,Tax Appeals Tribunal,Multinational,Procedural Error,1523,58,Tax Consultant,8,45,1
KRA-CASE-01421,Withholding Tax,34437769.97,Court of Appeal,Individual,Input Tax Credit,1635,6,Legal Counsel,8,98,1
KRA-CASE-01422,Income Tax,20977632.78,High Court,SME,Exemption Claim,1546,51,Tax Consultant,5,63,1
KRA-CASE-01423,VAT,33409638.51,High Court,Large Corporation,Double Taxation,678,39,Self-Represented,2,81,0
KRA-CASE-01424,Excise Duty,31326788.28,Tax Appeals Tribunal,Individual,Valuation Dispute,444,33,Tax Consultant,15,44,0
KRA-CASE-01425,Customs Duty,80599455.12,High Court,Large Corporation,Statute of Limitations,691,2,Self-Represented,9,64,0
KRA-CASE-01426,Withholding Tax,64248658.63,Tax Appeals Tribunal,SME,Statute of Limitations,845,79,Legal Counsel,6,11,0
KRA-CASE-01427,VAT,71180973.5,Court of Appeal,Large Corporation,Transfer Pricing Dispute,328,91,Legal Counsel,11,50,1
KRA-CASE-01428,Income Tax,92129769.66,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,1286,72,Tax Consultant,10,28,0
KRA-CASE-01429,Excise Duty,82622096.68,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,83,63,Legal Counsel,7,31,1
KRA-CASE-01430,Income Tax,44063572.38,High Court,Individual,Transfer Pricing Dispute,529,2,Tax Consultant,15,56,0
KRA-CASE-01431,Excise Duty,55654418.66,Court of Appeal,Individual,Statute of Limitations,1766,66,Legal Counsel,12,95,1
KRA-CASE-01432,Customs Duty,70689255.55,Court of Appeal,Large Corporation,Transfer Pricing Dispute,913,47,Legal Counsel,7,40,1
KRA-CASE-01433,PAYE,35739563.48,Court of Appeal,Individual,Double Taxation,1659,68,Legal Counsel,3,100,1
KRA-CASE-01434,PAYE,70849974.09,Tax Appeals Tribunal,Individual,Double Taxation,1504,44,Legal Counsel,7,59,1
KRA-CASE-01435,Customs Duty,57447202.37,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1240,55,Self-Represented,5,2,1
KRA-CASE-01436,PAYE,44874403.79,High Court,Multinational,Input Tax Credit,1806,90,Self-Represented,11,8,1
KRA-CASE-01437,Withholding Tax,27645233.51,Tax Appeals Tribunal,Multinational,Procedural Error,1491,76,Legal Counsel,4,50,1
KRA-CASE-01438,Income Tax,66196992.71,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,706,29,Legal Counsel,13,18,1
KRA-CASE-01439,PAYE,98018846.57,Tax Appeals Tribunal,Multinational,Procedural Error,1488,96,Legal Counsel,3,99,1
KRA-CASE-01440,VAT,61404353.47,Tax Appeals Tribunal,Large Corporation,Double Taxation,539,76,Tax Consultant,5,23,0
KRA-CASE-01441,VAT,64958231.02,Tax Appeals Tribunal,Individual,Incorrect Assessment,222,51,Legal Counsel,12,52,0
KRA-CASE-01442,Excise Duty,69656684.78,Tax Appeals Tribunal,SME,Incorrect Assessment,667,45,Self-Represented,13,32,0
KRA-CASE-01443,Excise Duty,9118912.34,Tax Appeals Tribunal,Individual,Exemption Claim,1355,81,Self-Represented,14,96,0
KRA-CASE-01444,VAT,52410534.01,Tax Appeals Tribunal,Large Corporation,Procedural Error,1428,47,Self-Represented,0,67,1
KRA-CASE-01445,VAT,515869.55,Tax Appeals Tribunal,Individual,Exemption Claim,1789,8,Tax Consultant,6,81,0
KRA-CASE-01446,PAYE,49845225.6,Tax Appeals Tribunal,Multinational,Incorrect Assessment,1816,87,Tax Consultant,11,73,1
KRA-CASE-01447,Income Tax,89149104.8,High Court,Multinational,Statute of Limitations,1069,19,Tax Consultant,14,3,1
KRA-CASE-01448,PAYE,3925489.41,Tax Appeals Tribunal,Multinational,Incorrect Assessment,1683,39,Tax Consultant,3,44,0
KRA-CASE-01449,Withholding Tax,18082655.14,Tax Appeals Tribunal,Multinational,Input Tax Credit,425,77,Self-Represented,10,58,1
KRA-CASE-01450,Withholding Tax,54820644.37,Tax Appeals Tribunal,SME,Incorrect Assessment,1399,70,Self-Represented,7,46,0
KRA-CASE-01451,Income Tax,23983163.03,High Court,Individual,Valuation Dispute,115,45,Self-Represented,15,84,0
KRA-CASE-01452,Withholding Tax,75473422.24,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1388,83,Legal Counsel,12,96,1
KRA-CASE-01453,PAYE,64337690.73,Tax Appeals Tribunal,Individual,Double Taxation,629,80,Legal Counsel,13,48,0
KRA-CASE-01454,VAT,49072011.05,Tax Appeals Tribunal,SME,Input Tax Credit,1278,49,Legal Counsel,9,98,1
KRA-CASE-01455,Withholding Tax,69905220.29,Tax Appeals Tribunal,Individual,Incorrect Assessment,658,75,Legal Counsel,5,82,1
KRA-CASE-01456,Customs Duty,73938742.44,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,818,24,Legal Counsel,1,87,0
KRA-CASE-01457,Excise Duty,73867081.69,Tax Appeals Tribunal,Individual,Exemption Claim,1424,89,Self-Represented,6,12,0
KRA-CASE-01458,Excise Duty,94998931.9,High Court,Large Corporation,Incorrect Assessment,1492,26,Legal Counsel,0,5,1
KRA-CASE-01459,Excise Duty,20642682.42,High Court,Multinational,Procedural Error,522,84,Tax Consultant,10,22,1
KRA-CASE-01460,Excise Duty,82665892.52,Tax Appeals Tribunal,Large Corporation,Procedural Error,349,18,Legal Counsel,8,54,1
KRA-CASE-01461,Withholding Tax,57075446.32,High Court,Large Corporation,Double Taxation,1368,94,Tax Consultant,13,88,1
KRA-CASE-01462,VAT,41617942.57,Tax Appeals Tribunal,SME,Double Taxation,1702,99,Legal Counsel,0,80,1
KRA-CASE-01463,Withholding Tax,39577073.95,High Court,SME,Double Taxation,174,81,Self-Represented,5,62,1
KRA-CASE-01464,VAT,18376688.22,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,1424,91,Tax Consultant,12,36,1
KRA-CASE-01465,PAYE,28679573.95,High Court,SME,Incorrect Assessment,838,25,Tax Consultant,15,25,0
KRA-CASE-01466,Income Tax,51846644.53,Tax Appeals Tribunal,SME,Incorrect Assessment,498,4,Tax Consultant,5,10,1
KRA-CASE-01467,Withholding Tax,80650590.91,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1542,18,Legal Counsel,1,84,0
KRA-CASE-01468,PAYE,76690678.61,Tax Appeals Tribunal,Individual,Exemption Claim,119,72,Self-Represented,4,43,0
KRA-CASE-01469,Customs Duty,92187885.51,Tax Appeals Tribunal,Individual,Procedural Error,831,48,Self-Represented,9,64,0
KRA-CASE-01470,VAT,22562297.99,High Court,SME,Input Tax Credit,81,56,Self-Represented,7,77,1
KRA-CASE-01471,PAYE,28816263.42,Tax Appeals Tribunal,SME,Exemption Claim,146,14,Legal Counsel,13,66,1
KRA-CASE-01472,PAYE,1795308.02,High Court,Large Corporation,Exemption Claim,788,4,Self-Represented,3,87,0
KRA-CASE-01473,Income Tax,639865.69,Tax Appeals Tribunal,Individual,Valuation Dispute,1604,72,Self-Represented,7,97,0
KRA-CASE-01474,Withholding Tax,3567762.31,Tax Appeals Tribunal,Individual,Input Tax Credit,1200,82,Legal Counsel,12,57,1
KRA-CASE-01475,Withholding Tax,23805021.38,Tax Appeals Tribunal,SME,Input Tax Credit,1011,19,Legal Counsel,11,28,1
KRA-CASE-01476,Income Tax,28722007.88,High Court,Multinational,Valuation Dispute,556,20,Legal Counsel,0,55,1
KRA-CASE-01477,Customs Duty,14441178.23,Tax Appeals Tribunal,Large Corporation,Double Taxation,853,16,Tax Consultant,11,26,0
KRA-CASE-01478,Excise Duty,42143008.47,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,825,59,Legal Counsel,10,85,1
KRA-CASE-01479,Excise Duty,13354812.12,Tax Appeals Tribunal,Individual,Double Taxation,1194,24,Tax Consultant,11,59,1
KRA-CASE-01480,PAYE,86250746.51,High Court,SME,Transfer Pricing Dispute,467,50,Self-Represented,3,69,1
KRA-CASE-01481,Withholding Tax,45259365.06,Court of Appeal,Multinational,Valuation Dispute,134,25,Legal Counsel,5,84,0
KRA-CASE-01482,Excise Duty,93715341.53,Tax Appeals Tribunal,Multinational,Procedural Error,1451,26,Legal Counsel,5,34,1
KRA-CASE-01483,Withholding Tax,68078985.15,High Court,Large Corporation,Double Taxation,338,52,Legal Counsel,7,94,1
KRA-CASE-01484,Income Tax,76273895.96,Tax Appeals Tribunal,Large Corporation,Procedural Error,1414,12,Tax Consultant,2,2,1
KRA-CASE-01485,VAT,92021170.29,High Court,SME,Incorrect Assessment,671,45,Legal Counsel,4,27,1
KRA-CASE-01486,Customs Duty,84075817.43,Tax Appeals Tribunal,Multinational,Input Tax Credit,1002,43,Legal Counsel,9,38,1
KRA-CASE-01487,VAT,80243476.16,Tax Appeals Tribunal,Multinational,Statute of Limitations,880,15,Legal Counsel,13,20,1
KRA-CASE-01488,PAYE,55254504.71,Tax Appeals Tribunal,Multinational,Double Taxation,262,84,Tax Consultant,14,12,1
KRA-CASE-01489,VAT,13603094.12,Tax Appeals Tribunal,SME,Statute of Limitations,1601,2,Legal Counsel,11,56,1
KRA-CASE-01490,PAYE,57212429.34,Tax Appeals Tribunal,Individual,Input Tax Credit,1405,72,Legal Counsel,10,10,1
KRA-CASE-01491,Customs Duty,6935554.68,Tax Appeals Tribunal,SME,Valuation Dispute,336,14,Tax Consultant,6,81,0
KRA-CASE-01492,Customs Duty,29270328.83,High Court,Large Corporation,Exemption Claim,1264,63,Self-Represented,13,21,1
KRA-CASE-01493,Customs Duty,85132719.95,Tax Appeals Tribunal,SME,Procedural Error,1032,40,Tax Consultant,1,83,1
KRA-CASE-01494,Income Tax,70066462.76,Tax Appeals Tribunal,Multinational,Exemption Claim,112,34,Legal Counsel,14,84,1
KRA-CASE-01495,VAT,33325240.47,Tax Appeals Tribunal,Multinational,Procedural Error,1534,73,Self-Represented,12,25,1
KRA-CASE-01496,Excise Duty,38032692.48,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,717,46,Tax Consultant,13,52,0
KRA-CASE-01497,Withholding Tax,34245762.32,Court of Appeal,Large Corporation,Double Taxation,1031,36,Legal Counsel,14,85,1
KRA-CASE-01498,VAT,80557243.53,Court of Appeal,Multinational,Incorrect Assessment,77,16,Tax Consultant,3,31,1
KRA-CASE-01499,VAT,17751866.41,Tax Appeals Tribunal,SME,Double Taxation,1625,11,Tax Consultant,0,92,0
KRA-CASE-01500,VAT,73663527.34,Tax Appeals Tribunal,Multinational,Incorrect Assessment,349,74,Legal Counsel,14,80,1
